Name,Price,Rating,Reviews,Category,Region,Type,ABV,IBU,Tasting_Notes,Food_Pairing,Suggested_Glassware,Suggested_Serving_Temperature (F),Calories Per Serving (12 Oz),Carbs Per Serving (12 Oz),Features
Big Rock Grasshopper Wheat Ale,30.97,4.0,1.0,Wheat Ale,Canada,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Rickard's Grapefruit Radler,17.39,5.0,1.0,Shandy / Radler,Canada,Craft,3.2,35.0,"Sweet, Flavored, Grapefruit, Citrus","Salads & Greens, Fish - White","Pint Glass, Pilsner Glass",45.0,130.0,8.0,None
Insight Hell Chicken,9.99,5.0,1.0,Pale Ale,United States,Craft,5.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Palm Bay Strawberry Pineapple,15.59,5.0,1.0,Hard Soda,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,55.0,130.0,8.0,None
Mill Street Organic Lager,17.64,5.0,3.0,Pale Lager,Canada,Craft,4.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,130.0,8.0,Organic
2nd Shift Cat Spit Stout,9.0,5.0,1.0,Oatmeal Stout,United States,"Craft, Seasonal",6.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
River Valley Red Ale,18.19,4.7,3.0,Amber / Red Ale,Canada,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Ayinger Weizenbock,5.49,5.0,1.0,Weizenbock,Germany,Craft,7.1,35.0,No special notesbeer_updated,Unknown,Weizen Glass,50.0,130.0,8.0,None
Atlantic Coal Porter,11.99,5.0,1.0,Porter,United States,Independent Craft Brewer,5.8,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Tieton Wild Washington Apple Cider,7.99,5.0,2.0,Cider,United States,Craft,6.9,35.0,"Apple, Dry, Tropical",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten-Free
Modelo Especial Lager Mexican Beer 1/2 Keg,197.88,4.6,975.0,American-Style Lager,Mexico,Craft,4.4,18.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Rock Creek Peach Cider,16.89,3.3,2.0,Cider,Canada,Craft,5.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Downeast Pumpkin Cider,20.49,4.7,8.0,Cider,United States,"Craft, Seasonal, Independent Craft Brewer",5.1,35.0,Apple,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Panga Drops,2.94,5.0,4.0,Pilsner,Nicaragua,Craft,6.2,35.0,No special notesbeer_updated,Unknown,Pilsner Glass,45.0,130.0,8.0,None
M.I.A. HRD WTR Cucumber Lemon,9.99,3.0,1.0,Hard Seltzer,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,147.0,5.0,None
Sly Fox Rt. 113 IPA,9.99,3.3,1.0,IPA,United States,Craft,6.2,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
BON V!V Spiked Seltzer Grapefruit,9.99,4.1,3.0,Hard Seltzer,United States,Craft,4.5,35.0,"Flavored, Grapefruit, Light","Nuts, Cured Meats",Pint Glass,45.0,90.0,2.0,None
Bent Paddle Black Ale,10.99,4.8,1.0,Porter,United States,"Craft, Independent Craft Brewer",6.0,35.0,"Chocolate, Toasty",Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Franziskaner Hefe-Weissebier Dunkel,2.89,5.0,1.0,Wheat Ale,Germany,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Blue Moon Harvest Pumpkin Wheat,25.99,4.9,1.0,Seasonal Beer,United States,Seasonal,5.7,16.0,"Spicy, Cinnamon, Sweet, Vegetal","Root Vegetables, Nuts","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
3 Floyds Brewing Yum Yum Pale Ale,2.5,5.0,2.0,Pale Ale,United States,Craft,5.5,63.0,"Malty, Citrus, Grapefruit, Neutral","Chicken, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Jolly Pumpkin Calabaza Blanca,5.99,4.5,2.0,Saison / Farmhouse Ale,United States,Craft,4.8,15.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Avery Uncle Jacob's Stout,14.04,5.0,2.0,Imperial Stout,United States,"Independent Craft Brewer, Craft",17.42,65.0,"Strong, Rich, Oak, Dark Fruit","Dessert - Fruit, Cured Meats",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Goodwood Louisville Lager,9.99,4.7,1.0,Pale Lager,United States,Craft,4.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,130.0,8.0,None
Palmia Lemon Infused Lager,9.99,5.0,1.0,Pale Lager,United States,Craft,4.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,90.0,8.0,None
Reverend Nat's Sacrilege Sour Cherry,13.99,4.7,1.0,Cider,United States,Craft,6.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
KC Bier Co Pure Pils,10.99,5.0,1.0,Pilsner,United States,"Craft, Independent Craft Brewer",4.8,32.0,"Balanced, Bitter, Bright, Crisp, Fresh, Smooth","Beef, Chicken, Fish - Meaty & Oily, Salads & Greens",Pilsner Glass,45.0,130.0,8.0,None
Goose Island SPF Fruit Ale,10.49,4.0,2.0,Fruit Beer,United States,Craft,5.5,17.0,"Acidic, Citrus, Guava, Tropical",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Definitive Ale IPA,18.99,5.0,1.0,IPA,United States,"Craft, Independent Craft Brewer",6.7,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Night Shift Swell Double IPA,18.99,3.0,1.0,IPA,United States,Independent Craft Brewer,8.3,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Modelo Negra Amber Lager Mexican Beer 1/2 Barrel,204.99,4.5,246.0,Amber / Vienna Lager,Mexico,Craft,5.4,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Pilsner Glass",50.0,130.0,8.0,None
Due South Category 3 IPA,9.99,5.0,2.0,IPA,United States,Craft,6.1,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Milwaukee's Best,2.49,3.7,1.0,Lager,United States,Craft,4.8,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
JC Flyer IPA,13.99,5.0,1.0,IPA,United States,Craft,7.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Odd13 Vincent Van Couch,11.99,5.0,1.0,Wild Ale,United States,Craft,4.6,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,Gluten Reduced
Second Line Batture Blonde Ale,9.79,5.0,1.0,Golden / Blonde Ale,United States,Craft,5.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Due South Category 5 IPA,9.99,3.5,1.0,Cream Ale,United States,Craft,8.5,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Pacifico Clara 1/4 Barrel,112.62,4.7,104.0,American-Style Lager,Mexico,Craft,4.4,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
14er Brewing Rocky Mountain Saison,9.49,3.0,1.0,Saison / Farmhouse Ale,United States,Craft,5.25,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Four Peaks Brewing Company Double Knot DIPA,13.99,5.0,1.0,Imperial / Double IPA,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Okanagan Extra Glacier Berry Cider,12.24,5.0,3.0,Cider,Canada,Craft,7.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Ballast Point Manta Ray,14.99,5.0,1.0,IPA,United States,"Craft, Independent Craft Brewer",8.5,70.0,"Strong, Hoppy, Citrus, Pine","Beef, Cheese - Hard Aged","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Weyerbacher Sunday Morning Stout,16.99,3.5,2.0,Imperial Stout,United States,Craft,12.7,46.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
M.I.A. Mega Mix Pale Ale,11.99,4.3,2.0,Pale Ale,United States,Craft,6.0,50.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Brewer's Art Zeke's Coffee Porter,12.99,5.0,1.0,Porter,United States,Craft,5.7,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Okanagan Premium Peach Cider,15.29,4.4,5.0,Cider,Canada,Craft,5.8,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Growers Peach Cider,12.53,5.0,3.0,Cider,Canada,Craft,5.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Engine 15 J'ville Lager,9.99,4.0,1.0,Light Lager,United States,Craft,5.0,20.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Wyndridge Black Cherry Cider,0.0,4.0,2.0,Cider,United States,Craft,6.0,35.0,"Apple, Berry, Bold, Bright, Cherry, Crisp, Dry, Fresh, Fruity",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,160.0,8.0,"Gluten-Free, Organic"
Proclamation Ethereous IPA,16.99,4.3,2.0,IPA,United States,Craft,6.6,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Beer'd Frank & Berry,16.99,4.8,1.0,IPA,United States,Craft,9.1,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Lamplighter Metric Systems Gose,15.45,4.0,1.0,Gose,United States,Craft,4.0,35.0,No special notesbeer_updated,Unknown,Stange,45.0,130.0,8.0,None
New Day Johnny Chapman,6.99,3.5,1.0,Cider,India,Craft,6.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Bare Hands Thai P.A.,11.99,5.0,1.0,IPA,United States,Craft,7.1,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Steamworks Flagship IPA,3.49,5.0,1.0,IPA,Canada,"Craft, Independent Craft Brewer",6.9,65.0,"Fruity, Hoppy",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Prairie Artisan Ales Bourbon Paradise,14.95,5.0,1.0,Imperial Stout,United States,Craft,15.9,9.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Itz Spritz Elderflower Citrus,10.94,4.0,2.0,Hard Seltzer,United States,Independent Craft Brewer,4.2,35.0,"Citrus, Crisp, Flavored, Floral, Fresh, Fruity, Light",Unknown,Pint Glass,45.0,140.0,14.0,Gluten Reduced
Lamplighter Leopard King Pale Ale,11.1,4.0,1.0,Pale Ale,United States,Craft,6.2,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Springdale Good N' You IPA,16.0,5.0,1.0,IPA,United States,Craft,6.5,25.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Baltika #5 Golden Lager,2.99,4.0,1.0,Pale Lager,Russia,Craft,5.3,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,130.0,8.0,None
Wicked Weed Brewing Genesis Blonde Sour,14.99,5.0,1.0,Wild Ale,United States,Craft,6.6,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Golden Road Brewing Palisades Pineapple,10.8,4.9,3.0,Fruit Beer,United States,Craft,4.8,13.0,"Apricot, Crisp, Fresh, Fruity, Light, Pineapple, Smooth, Tropical, Tropical Fruit",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bantam Buzzwig Hopped Cider,10.09,5.0,1.0,Cider,United States,Craft,5.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Baltika #4 Dark Lager,2.99,4.0,1.0,Dark Lager,Russia,Craft,5.6,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
C Squared Ciders Alma,6.24,5.0,1.0,Cider,United States,Craft,5.5,35.0,"Apple, Balanced, Bright, Crisp, Sweet, Tart","Beef, Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cured Meats, Dessert - Chocolate & Coffee, Dessert - Fruit","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten-Free
M.I.A. Miami Weiss,9.99,4.4,1.0,Hefeweizen,United States,Craft,6.0,35.0,No special notesbeer_updated,Unknown,Weizen Glass,50.0,130.0,8.0,None
Grimm Rainbow Dome,10.99,3.5,2.0,Sour / Wild Ale,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,"Snifter/Goblet/Chalice, Stange",50.0,130.0,8.0,None
Left Hand St Vrain Tripel,9.99,4.0,1.0,Tripel,United States,Craft,9.3,18.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Growers Pomegranate,11.74,4.5,2.0,Cider,Canada,Craft,6.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Lamplighter Oktoberfest Marzen,14.99,4.5,1.0,Marzen / Oktoberfest,United States,Craft,6.4,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Corona Extra Lager Mexican Beer 1/4 Keg,121.42,4.6,2679.0,Pilsner,Mexico,Craft,4.6,35.0,No special notesbeer_updated,Unknown,Pilsner Glass,45.0,130.0,8.0,None
Taxman Gold Standard Belgian-style Blonde Ale,6.99,5.0,1.0,Golden / Blonde Ale,United States,"Craft, Independent Craft Brewer",6.2,20.0,"Balanced, Malty, Round",Unknown,Pint Glass,50.0,130.0,8.0,None
Lamplighter The Union Maibock,14.55,5.0,1.0,Maibock / Helles Bock,United States,Craft,7.2,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",55.0,130.0,8.0,None
Molly's Snow Capped Rose Cider,0.0,4.8,2.0,Cider,United States,Craft,6.5,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,49.0,130.0,8.0,Gluten Reduced
Night Shift Cordial Weisse,18.99,5.0,1.0,Berliner Weisse,United States,Craft,6.6,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Hoegaarden Cherry Blossom,10.99,5.0,2.0,Wheat Ale,United States,Craft,5.6,35.0,No special notesbeer_updated,Unknown,Weizen Glass,50.0,130.0,8.0,None
Allagash Nowaday,12.99,5.0,1.0,Saison / Farmhouse Ale,United States,"Craft, Independent Craft Brewer, Seasonal",5.5,35.0,"Crisp, Dry, Fresh, Grassy","Cheese - Creamy & Bloomy, Salads & Greens, Turkey",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Fulton Blood Orange Hard Seltzer,8.99,5.0,1.0,Hard Seltzer,United States,Independent Craft Brewer,5.0,35.0,"Citrus, Crisp, Fruity",Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,Gluten Reduced
Truly Hard Seltzer Passion Fruit Spiked & Sparkling Water,10.99,3.0,1.0,Hard Seltzer,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,"Gluten Reduced, Gluten-Free, Kosher"
ANXO Rose Cider,22.99,4.9,1.0,Cider,DC,"Craft, Independent Craft Brewer",6.9,35.0,Dry,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,155.0,5.0,Gluten-Free
Lamplighter Neon Nights Double IPA,16.99,4.0,1.0,IPA,United States,Craft,7.8,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Brew Link Nuttercup Peanut Butter Porter,9.99,5.0,1.0,Porter,United States,Craft,6.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Scuttlebutt KEXP Transistor IPA,10.99,5.0,1.0,IPA,United States,Craft,5.6,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Summit Oktoberfest,8.69,3.8,2.0,Marzen / Oktoberfest,United States,"Craft, Seasonal",7.1,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Latitude 33 Mangoveza,7.49,5.0,1.0,IPA,United States,Craft,7.2,64.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Ommegang Game Of Thrones Winter Is Here,10.49,5.0,2.0,Dubbel,United States,Craft,8.3,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Lupulin Brewing Hooey,14.99,4.7,3.0,IPA,United States,Craft,6.3,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Coronado Leisure Lagoon Hazy Pale Ale,3.99,5.0,1.0,Pale Ale,United States,Craft,5.5,55.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Revision Brewing Glitter Moon With Tiny Unicorns Double IPA,19.79,3.0,2.0,IPA,United States,Craft,8.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Hey Y'all Hard Iced Tea,15.6,5.0,1.0,Hard Iced Tea,Canada,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,130.0,8.0,None
Granville Island English Bay Pale Ale,13.58,4.0,1.0,English Pale Ale / Bitter / ESB,Canada,Craft,5.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",55.0,130.0,8.0,None
Leinenkugel's Lemon Haze IPA Craft Beer,10.49,3.0,1.0,New England / Hazy IPA,United States,Craft,4.9,40.0,"Fruity, Hoppy",Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Avery Berry Sparkle Variety Pack,18.24,4.5,1.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
Gilly's Legendary American Lager,11.99,5.0,1.0,Lager,United States,Craft,4.7,13.0,"Balanced, Crisp",Unknown,Unknown,49.0,140.0,12.0,None
Wild Cider Sampler,16.99,4.4,2.0,Cider,United States,Craft,3.6,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Carton Brewing IDIPA Double IPA,14.99,4.0,1.0,Imperial / Double IPA,United States,Craft,7.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Green Bench IPA,10.99,3.0,1.0,IPA,United States,Craft,6.8,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Smuttynose Pumpkin Ale,15.99,4.3,1.0,Spice / Herb / Vegetable Beer,United States,Craft,6.5,35.0,No special notesbeer_updated,Unknown,Unknown,50.0,130.0,8.0,None
Social Club Seltzer Variety Pack,17.99,4.0,1.0,Hard Seltzer,United States,Variety Pack,7.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
Natty Daddy Lemonade,2.64,3.9,2.0,Hard Lemonade,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Foolproof Barstool Golden Ale,9.99,5.0,1.0,Golden / Blonde Ale,United States,Craft,4.5,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Sixpoint Hi-Res,12.99,4.3,1.0,IPA,United States,"Craft, Independent Craft Brewer",11.1,111.0,"Balanced, Caramel, Citrus, Grapefruit, Hoppy, Pine, Tropical Fruit","Beef, Cheese - Creamy & Bloomy, Cheese - Hard Aged","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Doc's Draft Hard Pumpkin Cider,6.99,4.4,1.0,Spice / Herb / Vegetable Beer,United States,Seasonal,5.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Sierra Nevada Nooner Pilsner,9.99,5.0,1.0,Pilsner,United States,Craft,5.2,38.0,"Dry, Grainy, Biscuit","Nuts, Chicken",Pilsner Glass,45.0,130.0,8.0,None
Avery Pump[KY]n,13.99,4.0,1.0,Seasonal Beer,United States,Seasonal,15.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Triton Railsplitter IPA,11.99,5.0,3.0,IPA,United States,Craft,7.0,35.0,"Hoppy, Bitter, Pine","Beef, Cured Meats","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Real Ale Commissar Russian Imperial Stout,7.36,4.9,3.0,Imperial Stout,United States,Craft,9.8,75.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Traveler Seasonal Shandy,9.99,4.5,2.0,Seasonal Beer,United States,"Craft, Seasonal",4.4,7.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Bale Breaker Hazy L IPA,11.99,4.0,1.0,New England / Hazy IPA,United States,Craft,6.2,40.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Widowmaker Brewing Ecstasy Of Gold,18.99,5.0,1.0,IPA,United States,Craft,7.2,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Freigeist Abraxxxas,13.5,4.0,1.0,Berliner Weisse,Germany,Craft,6.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Night Shift How'r Ya Now New England IPA,15.99,5.0,1.0,New England / Hazy IPA,United States,Craft,6.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Collective Arts Brewing Jam Up Passionfruit & Peach,15.99,3.5,1.0,Sour / Wild Ale,United States,Craft,5.2,35.0,"Passionfruit, Peach",Unknown,Unknown,49.0,130.0,8.0,None
Bootstrap Brewing Strapless Non Alcoholic IPA,12.99,5.0,1.0,Non-Alcoholic Beer,United States,"Independent Craft Brewer, Non-Alcoholic",0.0,35.0,"Crisp, Fresh, Smooth, Tropical","Beef, Cheese - Fresh & Soft, Chicken, Fish - White, Salads & Greens",Unknown,49.0,130.0,8.0,Gluten Reduced
Fat Heads Goggle Fogger,11.49,4.7,1.0,Hefeweizen,United States,Craft,5.4,12.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Oskar Blues Can-O-Bliss Hazy IPA,12.62,4.5,2.0,New England / Hazy IPA,United States,Craft,7.2,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bud Light Pride Aluminum Bottles,1.54,5.0,2.0,Light Lager,United States,Craft,4.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,110.0,6.6,None
Wild Ohio Brewing Black Cherry Bourbon Wild Tea,10.74,4.3,1.0,Specialty Beer & Alternatives,United States,Independent Craft Brewer,9.0,35.0,"Cherry, Vanilla","Beef, Dessert - Fruit",Unknown,49.0,240.0,5.0,Gluten-Free
Belching Beaver Peanut Butter Milk Stout Nitro,13.99,4.3,1.0,Milk Stout,United States,Craft,5.3,30.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Night Shift Work Zone,18.99,4.8,1.0,Imperial / Double IPA,United States,Craft,7.5,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Kombrewcha Variety Pack,10.49,5.0,1.0,Hard Kombucha,United States,Variety Pack,4.4,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Widowmaker Blender Ender Sour,21.95,5.0,1.0,Sour / Wild Ale,United States,Craft,7.0,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Bud Light Hard Seltzer Pride Pack,17.99,5.0,1.0,Hard Seltzer,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
